acc_x,acc_y,acc_z,gyrx,gyry,gyrz
-0.00784345150088775,-0.009015117637254298,-0.03172141843140125,0.0029232429806143045,-0.01526089757680893,-0.002399065298959613
0.0015831821047933771,-0.009380553416162729,-0.035005846929550166,0.007034509442746639,-0.021007519215345383,-0.0010753683745861053
0.00892447792844614,-0.006565788256376982,-0.042024201259016986,0.009073158726096153,-0.02557484060525894,0.00023517291992902756
0.005013557270629098,-0.00663753831833601,-0.0411176078081131,0.0064102644100785255,-0.020834947004914284,-0.0015317774377763271
-0.005786750724876765,-0.00119510980239138,-0.02883446481823921,0.00459984689950943,-0.01274825818836689,-0.0011964854784309864
-0.020703934296057557,-0.015894922012556344,-0.009531213933229445,-0.006917258724570274,0.02329150214791298,0.0005617588758468628
-0.032685769951529796,-0.025858079355955122,0.03444645948112011,-0.0079484349116683,0.024508299306035042,0.003745567984879017
0.000811750207724981,-0.00275618510665372,-0.04531447497606277,0.00014064554125070572,-0.00219759251922369,-0.0005692718550562859
0.010547584476607152,0.008297525686118752,-0.08600947345793247,0.004157224670052528,-0.004839448258280754,-0.0014340002089738846
-0.004689822333643678,-0.006210398947447538,-0.02181435692310333,0.00027551944367587566,0.004122696816921234,-0.00012936117127537727
-0.012694469445344293,0.0008442505381070077,-0.007900397861003876,-0.0028526296373456717,0.0040105776861310005,-0.0003935466520488262
0.004610038520634407,-0.006469908400159329,-0.04022913453578949,-0.0010840201284736395,-0.00449930876493454,0.0009402399882674217
0.0036099991991941347,-0.0066013892927207045,-0.041270168021321295,0.004705958534032106,-0.01232820376753807,-0.003446785034611821
0.006001899304409744,-0.0007122399225831032,-0.05068798470795154,0.004983240272849798,-0.025753138586878777,-0.0021427804604172707
0.005211220425821375,-0.004012194783426821,-0.058005029723048204,0.011425427161157131,-0.03894989937543869,-0.0023992431815713644
0.009698231930052861,-0.002861526910960674,-0.059034957292675966,0.005990021396428347,-0.018506033346056938,-1.788279041647911e-05
-0.03161250099709723,-0.010326985687110572,0.03328618353009224,-0.008375069126486778,0.027898218482732773,0.0010314024984836578
-0.028845611833338624,-0.009899243528023361,0.03641805181503296,-0.00255794869735837,0.005970653612166643,0.00016135862097144127
0.006783728156262077,0.0014884849920868872,-0.0814940418601036,0.0038741177413612604,-0.015575917437672615,-0.0010791420936584473
0.007078916277131066,0.0030603922176174816,-0.07280453944802284,0.004183861427009106,-0.009534621611237526,0.0016104024834930897
-0.014130506155919282,-0.013485961174685507,-0.014589666366577148,0.005430220626294613,-0.017786160111427307,-0.0019398578442633152
0.0029013725808705202,-0.0023411380323581396,-0.0483849684625864,0.02274993434548378,-0.05409160628914833,-0.0018444480374455452
0.019875529781053773,0.010623630546126514,-0.10670973165929316,0.021756310015916824,-0.06879092752933502,-0.00041433097794651985
-0.007984034723578951,-0.011487462567538022,-0.036356092494726176,0.015658652409911156,-0.045210979878902435,0.001128103118389845
-0.018903871737304144,-0.021491609508451075,0.012146364867687224,0.025173861533403397,-0.07364422082901001,-0.002120687160640955
0.029316170220845376,0.004139894550014287,-0.10978314775526522,0.04154028370976448,-0.14150328934192657,-0.005181991960853338
0.058052942251693454,0.016724522970803082,-0.1572153455376625,0.04994761571288109,-0.1737980991601944,-0.006230478640645742
0.03080400219238363,0.003533380024228245,-0.06686871965825557,0.05248870700597763,-0.1956913024187088,-0.00452410290017724
0.027176715073315424,-0.003192220170050859,-0.07578852369487285,0.07130074501037598,-0.26490288972854614,0.01618330553174019
-0.035521924959216265,-0.07366451727822422,-0.19076339487433433,0.08950836211442947,-0.32986581325531006,0.05899108573794365
-0.021536106237303464,-0.07645948175899683,-0.13123510110676287,0.08455780893564224,-0.308948814868927,0.05862462893128395
0.03872095846254378,0.030549908700305967,0.054425417670607566,0.055442508310079575,-0.2028675377368927,0.02744678221642971
0.05299889199882746,0.07273867113757879,0.19578619147241114,0.02146722935140133,-0.06623192876577377,-0.0015505128540098667
-0.02213434612508863,0.026848971823137252,0.1869219170153141,-0.0040000323206186295,0.008039845153689384,0.0012241536751389503
-0.06007878552349284,-0.03526157525628805,0.06514554912745953,-0.0050778137519955635,0.020633399486541748,0.00029657455161213875
-0.007804992928821593,-0.0029207645512185987,-0.0442108976483345,-0.0012515150010585785,0.008396430872380733,0.0013019931502640247
0.008399415158014744,-0.003207216809783131,-0.05601999338567257,-0.00320174777880311,0.006590541452169418,0.0006151641719043255
-0.01034925231784582,-0.01196372004346922,-0.02816518725454807,-0.008474287576973438,0.01902783289551735,-0.00037411926314234734
-0.01525580212511122,-0.021685524645354597,-0.004932780227065086,-0.010127311572432518,0.03083042800426483,-0.00047611817717552185
